price,source_product_id,product_name,product_url,review_count,star_rating
$62.99,B00BXIC812,"Estee Lauder Bronze Goddess No. 01 Light Powder Bronzer for Women, 0.74 Ounce",https://www.amazon.com/Estee-Lauder-Bronze-Goddess-Bronzer/dp/B00BXIC812/ref=sr_1_138?qid=1556613075&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-138,14.0,4.5 out of 5 stars
$66.59,B009Y6CZ0O,"Estee Lauder Advanced Time Zone Age Reversing Line Wrinkle Gel, 1.7 Ounce",https://www.amazon.com/Estee-Lauder-Advanced-Reversing-Wrinkle/dp/B009Y6CZ0O/ref=sr_1_139?qid=1556613075&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-139,6.0,3.9 out of 5 stars
$9.99,B00JHV0REW,Estee Lauder Lilly Pulitzer Spring Cosmetic Bag 2014,https://www.amazon.com/Estee-Lauder-Pulitzer-Spring-Cosmetic/dp/B00JHV0REW/ref=sr_1_140?qid=1556613075&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-140,131.0,4.5 out of 5 stars
$18.98,B0791T2RDR,Estee Lauder Perfectionist Pro Rapid Firm + Lift Treatment Acetyl Hexapeptide-8 0.24 oz/7 ml Travel Size,https://www.amazon.com/Estee-Lauder-Perfectionist-Treatment-Hexapeptide-8/dp/B0791T2RDR/ref=sr_1_141?qid=1556613075&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-141,3.0,3.8 out of 5 stars
$51.00,B01BFT5ZJK,Estee Lauder Perfectionist Youth-infusing Brightening Serum + Concealer 2c Light Medium (Cool),https://www.amazon.com/Estee-Lauder-Perfectionist-Youth-infusing-Brightening/dp/B01BFT5ZJK/ref=sr_1_142?qid=1556613075&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-142,4.0,3.7 out of 5 stars
$33.79,B078PM196F,"Estee Lauder Double Wear Maximum Cover Camouflage Makeup for Face and Body SPF 15, 2W1 Dawn 1 oz",https://www.amazon.com/Estee-Lauder-Double-Maximum-Camouflage/dp/B078PM196F/ref=sr_1_143?qid=1556613075&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-143,1.0,5.0 out of 5 stars
$59.50,B00BCGTFT8,"Estee Lauder Advanced Time Zone Age Reversing Line Wrinkle Creme, Normal/Combination Skin, 1.7 Ounce",https://www.amazon.com/Estee-Lauder-Advanced-Reversing-Combination/dp/B00BCGTFT8/ref=sr_1_144?qid=1556613075&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-144,1.0,5.0 out of 5 stars
$19.99,B01EDP426K,Estee Lauder Nutritious Radiant Vitality 2 in 1 Foam Cleanser 1oz/30ml,https://www.amazon.com/Estee-Lauder-Nutritious-Vitality-Cleanser/dp/B01EDP426K/ref=sr_1_145?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-145,2.0,5.0 out of 5 stars
$239.71,B006NQUHCG,"Estee Lauder Re-Nutriv Ultimate Lift Age-Correcting Cream for Unisex, 1.7 Ounce",https://www.amazon.com/Estee-Lauder-Re-Nutriv-Ultimate-Age-Correcting/dp/B006NQUHCG/ref=sr_1_146?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-146,18.0,4.4 out of 5 stars
$18.99,B01MF77RCH,3x Estee Lauder Advanced Night Micro Cleansing Foam (30ml/1oz) EACH => 3OZ TOTAL,https://www.amazon.com/Estee-Lauder-Advanced-Night-Cleansing/dp/B01MF77RCH/ref=sr_1_147?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-147,9.0,3.9 out of 5 stars
,B07D1DSPJ1,"Estee Lauder Pure Color Envy Lash Multi-Effects Mascara, Mini Trial Size 0.09oz.",https://www.amazon.com/Estee-Lauder-Multi-Effects-Mascara-0-09oz/dp/B07D1DSPJ1/ref=sr_1_148?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-148,,
$64.50,B0147TLRL0,"Estee Lauder Women's New Dimension Shape + Fill Expert Serum, All Skin Types, 1.7 Ounce",https://www.amazon.com/Estee-Lauder-Womens-Dimension-Expert/dp/B0147TLRL0/ref=sr_1_149?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-149,16.0,4.8 out of 5 stars
$41.99,B015CVK4ZW,"Estee Lauder Women's Double Wear Makeup To Go Liquid Compact, 2C3 Fresco, 0.40 Ounce",https://www.amazon.com/Estee-Lauder-Womens-Double-Compact/dp/B015CVK4ZW/ref=sr_1_150?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-150,9.0,3.6 out of 5 stars
$35.71,B0029JU2IU,"Estee Lauder All Day Lipstick .13 oz Full Size, Starlit Pink",https://www.amazon.com/Estee-Lauder-Lipstick-Full-Starlit/dp/B0029JU2IU/ref=sr_1_151?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-151,3.0,5.0 out of 5 stars
$64.98,B000MES6I2,"Estee Lauder Women's Re-Nutriv Softening Lotion, 8.4 Ounce",https://www.amazon.com/Estee-Lauder-Womens-Re-Nutriv-Softening/dp/B000MES6I2/ref=sr_1_152?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-152,11.0,4.3 out of 5 stars
$69.99,B07BS2PZSF,,https://www.amazon.com/Estee-Lauder-Mothers-Portfolio-Palette/dp/B07BS2PZSF/ref=sr_1_153?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-153,6.0,5.0 out of 5 stars
$49.99,B005MPXE8I,"Estee Lauder Double Wear Stay-in-Place Flawless Wear Concealer SPF 10 Light Medium, 0.2 Ounce",https://www.amazon.com/Estee-Lauder-Double-Flawless-Concealer/dp/B005MPXE8I/ref=sr_1_154?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-154,13.0,4.1 out of 5 stars
$50.50,B0097CVZO2,Estee Lauder Double Matte Oil Control Pressed Powder - No. 03 Medium 14g/0.49oz,https://www.amazon.com/Estee-Lauder-Double-Control-Pressed/dp/B0097CVZO2/ref=sr_1_155?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-155,9.0,3.4 out of 5 stars
$40.10,B01BR12LP2,Estee Lauder Pure Color Envy Sculpting Gloss - #440 Berry Provocative 5.8ml/0.1oz,https://www.amazon.com/Estee-Lauder-Color-Sculpting-Gloss/dp/B01BR12LP2/ref=sr_1_156?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-156,6.0,4.5 out of 5 stars
$24.99,B004HMLHK4,Estee Lauder Daywear Advanced Multi-protection Anti-oxidant Creme SPF 15 (Travel Size 15ml / .5 oz),https://www.amazon.com/Estee-Lauder-Advanced-Multi-protection-Anti-oxidant/dp/B004HMLHK4/ref=sr_1_157?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-157,82.0,4.4 out of 5 stars
,B002ZVTOSG,Estee Lauder Estee Lauder Sharpener,https://www.amazon.com/Estee-Lauder-Sharpener/dp/B002ZVTOSG/ref=sr_1_158?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-158,5.0,3.9 out of 5 stars
$37.50,B0056IC2AC,Estee Lauder Travel Set/kit: Advanced Night Repair Eye Synchronized Complex 5ml*3=15 Ml,https://www.amazon.com/Estee-Lauder-Travel-Set-kit/dp/B0056IC2AC/ref=sr_1_159?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-159,30.0,3.7 out of 5 stars
$21.40,B01N7X3MAH,"Estee lauder Double Wear Long-Wear Makeup Remover Wipes, 1 Pack, 45 Wipes",https://www.amazon.com/Estee-lauder-Double-Long-Wear-Remover/dp/B01N7X3MAH/ref=sr_1_160?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-160,2.0,5.0 out of 5 stars
$38.46,B000WIET3E,"Estee Lauder Double Wear Stay-in-Place Makeup SPF 10 Bronze, 1.0 Ounce",https://www.amazon.com/Estee-Lauder-Double-Place-Makeup/dp/B000WIET3E/ref=sr_1_161?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-161,12.0,4.3 out of 5 stars
$14.95,B01N4CKLF3,THE ESTEE EDIT FLASH PHOTO POWDER (Blue Bright),https://www.amazon.com/ESTEE-FLASH-PHOTO-POWDER-Bright/dp/B01N4CKLF3/ref=sr_1_162?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-162,3.0,5.0 out of 5 stars
$22.00,B072HGRZ3V,"Estee Lauder Pure Color Love Lipstick, 130 Strapless, 0.12 Ounce",https://www.amazon.com/Estee-Lauder-Color-Lipstick-Strapless/dp/B072HGRZ3V/ref=sr_1_163?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-163,1.0,5.0 out of 5 stars
$38.78,B00KJGSDUO,"Estee Lauder Double Wear Maximum SPF 15 Cover Camouflage Makeup, Rattan, 1 Ounce",https://www.amazon.com/Estee-Lauder-Maximum-Camouflage-Makeup/dp/B00KJGSDUO/ref=sr_1_164?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-164,8.0,4.4 out of 5 stars
$10.95,B004HMH1EA,Estee Lauder Sumptuous Bold Volume Lifting Mascara Travel Size 2.8ml,https://www.amazon.com/Estee-Lauder-Sumptuous-Lifting-Mascara/dp/B004HMH1EA/ref=sr_1_165?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-165,22.0,4.3 out of 5 stars
$56.99,B00SFXR7DC,"Estee Lauder Women's Resilience Lift Restorative Radiance Oil, 1 Ounce",https://www.amazon.com/Estee-Lauder-Resilience-Restorative-Radiance/dp/B00SFXR7DC/ref=sr_1_166?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-166,4.0,5.0 out of 5 stars
$115.98,B01LLVLUO6,"Estee Lauder Re-Nutriv Ultimate Lift Regenerating Youth Eye Creme, 0.5 Ounce",https://www.amazon.com/Estee-Lauder-Re-Nutriv-Ultimate-Regenerating/dp/B01LLVLUO6/ref=sr_1_167?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-167,,
$30.00,B0083TDCOG,"Estee Lauder Pure Color Envy Sculpting Lipstick, Potent, 0.12 Ounce",https://www.amazon.com/Estee-Lauder-Sculpting-Lipstick-Potent/dp/B0083TDCOG/ref=sr_1_168?qid=1556613085&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-168,7.0,3.2 out of 5 stars
$190.37,B0009ML5I0,,https://www.amazon.com/Est%C3%A9e-Lauder-Re-Nutriv-Creme-50ml/dp/B0009ML5I0/ref=sr_1_172?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-172,4.0,5.0 out of 5 stars
$13.99,B01LXFCBIE,,https://www.amazon.com/Lauder-Sculpting-Moisturized-Lipstick-Intense/dp/B01LXFCBIE/ref=sr_1_173?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-173,,
$26.00,B00IBW6H5Q,"Estee Lauder Double Wear Brush-On Glow BB Highlighter, No. 3C Medium, 0.07 Ounce",https://www.amazon.com/Estee-Lauder-Double-Brush-Highlighter/dp/B00IBW6H5Q/ref=sr_1_174?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-174,12.0,3.9 out of 5 stars
$9.98,B004GSY3F0,Estee lauder double wear stay in place lip pencil 04 Rose - travel size - NEW,https://www.amazon.com/Estee-lauder-double-place-pencil/dp/B004GSY3F0/ref=sr_1_175?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-175,2.0,5.0 out of 5 stars
$23.99,B0059WKI7O,Estee Lauder Advanced Night Repair Synchronized Recovery Complex 7ml*2= 14 Ml (0.24 Oz *2=0.48 Oz),https://www.amazon.com/Estee-Lauder-Advanced-Synchronized-Recovery/dp/B0059WKI7O/ref=sr_1_176?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-176,24.0,4.2 out of 5 stars
$46.98,B078MT8M42,Double Wear Maximum Cover Camouflage Makeup for Face and Body Broad Spectrum SPF 15/1.0 oz. 1n1 Ivory Nude,https://www.amazon.com/Double-Maximum-Camouflage-Makeup-Spectrum/dp/B078MT8M42/ref=sr_1_177?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-177,3.0,5.0 out of 5 stars
$27.21,B00JMV2L7S,"Estee Lauder Women's Pure Color Envy Sculpting Lipstick, 210 Impulsive, 0.12 Ounce",https://www.amazon.com/Estee-Lauder-Sculpting-Lipstick-Impulsive/dp/B00JMV2L7S/ref=sr_1_178?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-178,6.0,4.6 out of 5 stars
$47.95,B015LLE1O8,Estee Lauder Daywear & Nightwear Plus Anti-oxidant Creme Duo Pack - O.5 Oz/15 Ml X 2,https://www.amazon.com/Estee-Lauder-Daywear-Nightwear-Anti-oxidant/dp/B015LLE1O8/ref=sr_1_179?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-179,35.0,3.7 out of 5 stars
$75.99,B01LMLKL72,"Este Lauder Perfecting Loose Powder Light Medium , 0.35oz, by Estee Lauder",https://www.amazon.com/Lauder-Perfecting-Powder-Medium-Estee/dp/B01LMLKL72/ref=sr_1_180?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-180,,
$32.99,B016INHQTA,,https://www.amazon.com/Est%C3%A9e-Lauder-Conditioner-3-8G-Clear/dp/B016INHQTA/ref=sr_1_181?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-181,1.0,5.0 out of 5 stars
$54.98,B004PEIBY4,"Estee Lauder Nutritious Radiant Vitality 2-In-1 Foam Cleanser, 4.2 Ounce",https://www.amazon.com/Estee-Lauder-Nutritious-Vitality-Cleanser/dp/B004PEIBY4/ref=sr_1_182?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-182,11.0,4.2 out of 5 stars
$34.99,B01IIGU1WO,,https://www.amazon.com/Estee-Lauder-Double-Cushion-Radiant/dp/B01IIGU1WO/ref=sr_1_183?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-183,,
$5.89,B07MP4321Z,Estee Lauder Revitalizing Supreme+ Global Anti-Aging Wake Up Balm 0.17oz/5ml,https://www.amazon.com/Estee-Lauder-Revitalizing-Supreme-Anti-Aging/dp/B07MP4321Z/ref=sr_1_184?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-184,1.0,1.0 out of 5 stars
$57.74,B002KI9GF0,"Estee Lauder Time Zone Anti-Line/Wrinkle Eye Creme for Unisex, 0.5 Ounce",https://www.amazon.com/Estee-Lauder-Anti-Line-Wrinkle-Unisex/dp/B002KI9GF0/ref=sr_1_185?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-185,10.0,3.3 out of 5 stars
$23.44,B01BHUDXAA,Estee Lauder 'Perfectionist' Youth-Infusing Brightening Serum + Concealer - 3w Medium,https://www.amazon.com/Estee-Lauder-Perfectionist-Youth-Infusing-Brightening/dp/B01BHUDXAA/ref=sr_1_186?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-186,,
$59.87,B00185KKK6,Estee Lauder .4 oz / 11.4 g Lucidity 02 Light/Medium Translucent Pressed Powder,https://www.amazon.com/Estee-Lauder-Lucidity-Translucent-Pressed/dp/B00185KKK6/ref=sr_1_187?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-187,4.0,2.6 out of 5 stars
,B015CVK1C8,"Estee Lauder Women's Double Wear Makeup To Go Liquid Compact, 3C2 Pebble, 0.40 Ounce",https://www.amazon.com/Estee-Lauder-Womens-Double-Compact/dp/B015CVK1C8/ref=sr_1_188?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-188,9.0,3.6 out of 5 stars
,B00OKUFBUA,"Estee Lauder Enlighten Dark Spot Correcting Night Serum for Women, 1.7 Ounce",https://www.amazon.com/Estee-Lauder-Enlighten-Correcting-Night/dp/B00OKUFBUA/ref=sr_1_189?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-189,13.0,4.4 out of 5 stars
$35.49,B0097DKEAM,,https://www.amazon.com/Est%C3%A9e-Lauder-Double-Place-Eyeshadow/dp/B0097DKEAM/ref=sr_1_190?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-190,2.0,2.6 out of 5 stars
$8.95,B06XQ1QDW2,Estee Lauder Revitalizing Supreme+ Global Anti-Aging Cell Power Cream - 0.17 oz/5 ml,https://www.amazon.com/Estee-Lauder-Revitalizing-Supreme-Anti-Aging/dp/B06XQ1QDW2/ref=sr_1_191?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-191,1.0,1.0 out of 5 stars
$22.30,B01IFG3YZS,Estee Lauder Edit Eyeshadow Palette,https://www.amazon.com/Estee-Lauder-Edit-Eyeshadow-Palette/dp/B01IFG3YZS/ref=sr_1_192?qid=1556613099&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-192,9.0,4.5 out of 5 stars
$30.28,B00IZO6ARU,"Estee Lauder Pure Color Envy Sculpting Lipstick, No. 140 Emotional, 0.12 Ounce",https://www.amazon.com/Estee-Lauder-Sculpting-Lipstick-Emotional/dp/B00IZO6ARU/ref=sr_1_193?qid=1556613113&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-193,2.0,5.0 out of 5 stars
$24.00,B07K6SXNRS,Estee Lauder Pure Color Envy Sculpting Gloss 320 Seductive Honey 0.27 oz / 8 ml UB,https://www.amazon.com/Estee-Lauder-Color-Sculpting-Seductive/dp/B07K6SXNRS/ref=sr_1_194?qid=1556613113&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-194,,
$18.14,B014SD4IN4,"Estee Lauder Pure Color Envy Lip Volumizer, White, 0.24 Ounce",https://www.amazon.com/Estee-Lauder-Color-Volumizer-White/dp/B014SD4IN4/ref=sr_1_195?qid=1556613113&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-195,2.0,3.0 out of 5 stars
$57.53,B00B06H5D8,"Estee Lauder Idealist Pore Minimizing Skin Refinisher Serum, 1 Ounce",https://www.amazon.com/Estee-Lauder-Minimizing-Skin-Refinisher/dp/B00B06H5D8/ref=sr_1_196?qid=1556613113&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-196,,
$74.95,B00X1MMCKU,Estee Lauder - Luxe Body Creme - 6.4 FL OZ / 189 ML,https://www.amazon.com/Estee-Lauder-Luxe-Body-Creme/dp/B00X1MMCKU/ref=sr_1_197?qid=1556613113&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-197,5.0,4.1 out of 5 stars
$42.00,B0009TMZBY,"Estee Lauder Double Wear Stay-in-place SPF 10 Makeup, Softan, 1 Ounce",https://www.amazon.com/Estee-Lauder-Double-place-Makeup/dp/B0009TMZBY/ref=sr_1_198?qid=1556613113&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-198,29.0,3.7 out of 5 stars
$46.70,B01BFTPH2K,Estee Lauder Perfectionist Youth-infusing Brightening Serum + Concealer 1c Light (Cool),https://www.amazon.com/Estee-Lauder-Perfectionist-Youth-infusing-Brightening/dp/B01BFTPH2K/ref=sr_1_199?qid=1556613113&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-199,3.0,5.0 out of 5 stars
$45.00,B07G9KFWX8,"Estee Lauder Double Wear Light Soft Matte Hydra Makeup, 1 Ounce 3C2 Pebble",https://www.amazon.com/Estee-Lauder-Double-Makeup-Pebble/dp/B07G9KFWX8/ref=sr_1_200?qid=1556613113&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-200,,
$34.70,B073CQ859F,"Revitalizing Supreme+ Global Anti-Aging Instant Refinishing Facial, 2.5-oz.",https://www.amazon.com/Revitalizing-Supreme-Anti-Aging-Instant-Refinishing/dp/B073CQ859F/ref=sr_1_201?qid=1556613113&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-201,,
$47.95,B01IIGU0V6,"Estee Lauder Double Wear Nude Cushion Stick Radiant Makeup, 1N2 Ecru, 0.47 Ounce",https://www.amazon.com/Estee-Lauder-Double-Cushion-Radiant/dp/B01IIGU0V6/ref=sr_1_202?qid=1556613113&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-202,2.0,4.5 out of 5 stars
$28.98,B016VXECXK,ESTEE LAUDER NEW Pure Color Envy Defining EyeShadow Wet/Dry (IMPULSIVE BLONDE),https://www.amazon.com/LAUDER-Defining-EyeShadow-IMPULSIVE-BLONDE/dp/B016VXECXK/ref=sr_1_203?qid=1556613113&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-203,,
$145.99,B00GGI3OC6,Estee Lauder Re-Nutriv Intensive Lifting Makeup SPF 15 04 Pebble,https://www.amazon.com/Estee-Lauder-Re-Nutriv-Intensive-Lifting/dp/B00GGI3OC6/ref=sr_1_204?qid=1556613113&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-204,3.0,5.0 out of 5 stars
$63.21,B018ASU0CQ,Estee Lauder Magic Smoky Powder Shadow Stick Slow Burn,https://www.amazon.com/Estee-Lauder-Magic-Powder-Shadow/dp/B018ASU0CQ/ref=sr_1_205?qid=1556613113&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-205,6.0,4.7 out of 5 stars
$19.95,B00HMUHL1C,Estee Lauder Revitalizing Supreme .17 oz / 5 ml Travel Global Anti-Aging Creme,https://www.amazon.com/Estee-Lauder-Revitalizing-Supreme-Anti-Aging/dp/B00HMUHL1C/ref=sr_1_206?qid=1556613113&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-206,17.0,3.8 out of 5 stars
$181.30,B00G04ZVQ8,Estee Lauder 3 Piece Advanced Time Zone 3 to Travel Kit for Unisex,https://www.amazon.com/Estee-Lauder-Advanced-Travel-Unisex/dp/B00G04ZVQ8/ref=sr_1_207?qid=1556613113&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-207,2.0,5.0 out of 5 stars
$56.77,B0006SESFY,"Estee Lauder Lucidity Translucent Pressed Powder for Normal Combination and Dry Skin, No. 03 Medium, 0.4 Ounce",https://www.amazon.com/Estee-Lauder-Lucidity-Translucent-Combination/dp/B0006SESFY/ref=sr_1_208?qid=1556613113&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-208,8.0,4.0 out of 5 stars
$33.05,B074HGV7VM,Estee Lauder Perfectionist Set and Highlight Powder Duo - 02 Light Medium,https://www.amazon.com/Estee-Lauder-Perfectionist-Highlight-Powder/dp/B074HGV7VM/ref=sr_1_209?qid=1556613113&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-209,,
$61.99,B00B71QOC4,,https://www.amazon.com/Lauder-Double-Place-Liquid-Makeup/dp/B00B71QOC4/ref=sr_1_210?qid=1556613113&refinements=p_89%3AEstee+Lauder&s=beauty-intl-ship&sr=1-210,3.0,5.0 out of 5 stars
